Wall time,Step,Value
1680369826.5269766,500,0.1665179282426834
1680369828.3670728,1000,0.034462857991456985
1680369830.2459352,1500,0.01298660971224308
1680369832.0447059,2000,0.008168335072696209
1680369833.8389559,2500,0.021968258544802666
1680369835.6251614,3000,0.025524353608489037
1680369837.5313182,3500,0.007891169749200344
1680369839.1830971,4000,0.03011949174106121
1680369840.9579687,4500,0.00036045353044755757
1680369842.8358989,5000,0.004025423899292946
1680369844.6768878,5500,0.008039749227464199
1680369846.5588686,6000,0.0031278093811124563
1680369848.4161863,6500,0.0016810421366244555
1680369850.2980416,7000,0.017149534076452255
1680369852.057621,7500,0.005535274278372526
1680369853.880381,8000,0.0009802313288673759
1680369855.749796,8500,0.003008755389600992
1680369857.6514738,9000,0.0018932251259684563
1680369859.4181583,9500,0.0012995152501389384
1680369861.242246,10000,0.006969375070184469
1680369862.9726505,10500,0.009669399820268154
1680369864.823432,11000,0.00044289472862146795
1680369866.637822,11500,0.006516766734421253
1680369868.5040557,12000,0.004913542419672012
1680369870.3307104,12500,0.00020679835870396346
1680369872.0591636,13000,0.0008626724011264741
1680369873.9317975,13500,0.001166523084975779
1680369875.6274602,14000,0.0003843762679025531
1680369877.3858387,14500,0.0025377266574651003
1680369879.0288138,15000,0.0011317298049107194
1680369880.7244751,15500,0.0011916774092242122
1680369882.4085755,16000,0.0014733655843883753
1680369884.2509167,16500,0.0016283815493807197
1680369885.9545014,17000,0.0004604528658092022
1680369887.6338816,17500,0.00046505077625624835
1680369889.3676636,18000,0.0011122311698272824
1680369891.1021485,18500,0.001358772860839963
1680369892.8409266,19000,0.0004719172138720751
1680369894.6500728,19500,0.0015395316295325756
1680369896.6312315,20000,0.0007265647291205823
1680369898.4891508,20500,0.002297177677974105
1680369900.2311897,21000,0.00027302923263050616
1680369901.9849443,21500,0.0015126875368878245
1680369903.7963989,22000,0.0005781284417025745
1680369905.541944,22500,0.00015701922529842705
1680369907.462711,23000,0.01258781086653471
1680369909.197096,23500,0.005727976560592651
1680369910.9305992,24000,0.00020419810607563704
1680369912.6682355,24500,6.239315553102642e-05
1680369914.4212427,25000,0.001068571931682527
1680369916.159714,25500,0.00036429380998015404
1680369917.905007,26000,4.9905498599400744e-05
1680369919.7899628,26500,0.00048227381194010377
1680369921.5306773,27000,0.0003015189431607723
1680369923.2824056,27500,3.33957104885485e-05
1680369925.047931,28000,0.0004702358564827591
1680369926.8217685,28500,0.00015215587336570024
1680369928.5643837,29000,0.002069140551611781
1680369930.450575,29500,0.0006730269524268806
1680369932.2156887,30000,0.0002318799524800852
1680369933.9841084,30500,0.00014870849554426968
1680369935.751139,31000,0.0001380803732899949
1680369937.553638,31500,1.7791715436032973e-05
1680369939.2943852,32000,4.926764086121693e-05
1680369941.0459902,32500,2.72198212769581e-05
1680369942.907006,33000,0.00016703865549061447
1680369944.6685016,33500,0.00016869684623088688
1680369946.4030309,34000,3.318894960102625e-05
1680369948.1914756,34500,0.002490643411874771
1680369949.961143,35000,5.284205690259114e-05
1680369951.6494453,35500,4.0645565604791045e-05
1680369953.532833,36000,0.0009836730314418674
1680369955.2847462,36500,0.0003171985154040158
1680369957.0453258,37000,0.0003668289282359183
1680369958.7538137,37500,6.213271262822673e-05
1680369960.4746666,38000,0.0005548328044824302
1680369962.2079132,38500,3.3295520552201197e-05
1680369963.907585,39000,0.0015433058142662048
1680369965.7545621,39500,0.0002561545406933874
1680369967.4639747,40000,0.00017390977882314473
1680369969.2010505,40500,0.0005532302311621606
1680369970.8953044,41000,0.0014335094019770622
1680369972.6273794,41500,0.00013165564450901002
1680369974.3637304,42000,0.00015874896780587733
1680369976.1949694,42500,1.5524070477113128e-05
1680369977.923931,43000,7.718678534729406e-05
1680369979.6084175,43500,0.00011875750351464376
1680369981.3457828,44000,0.00028954874142073095
1680369983.0325239,44500,0.00016527359548490494
1680369984.7847848,45000,0.0004035285674035549
1680369986.5134563,45500,0.00017038964142557234
1680369988.3636403,46000,0.00018366459698881954
1680369990.0759895,46500,0.00015102427278179675
1680369991.826286,47000,0.0008709318935871124
1680369993.6636715,47500,0.001312929205596447
1680369995.5121791,48000,0.00038355065044015646
1680369997.357254,48500,0.0008647904032841325
1680369999.127266,49000,0.0001460294588468969
1680370001.055181,49500,0.00012868274643551558
1680370002.840451,50000,7.432140409946442e-05
1680370004.5975378,50500,0.0003262574318796396
1680370006.3954268,51000,0.00012454284296836704
1680370008.1488664,51500,0.0003604140947572887
1680370009.9079099,52000,0.00021074210235383362
1680370011.7917066,52500,0.0005599100259132683
1680370013.6189566,53000,0.0003056471177842468
1680370015.4195042,53500,6.927140930201858e-05
1680370017.1979272,54000,0.0005711492267437279
1680370019.001588,54500,6.615761230932549e-05
1680370020.8005617,55000,0.0001653706276556477
1680370022.6188307,55500,7.856350566726178e-05
1680370024.5007684,56000,0.00022774386161472648
1680370026.289985,56500,2.723588295339141e-05
1680370028.0896268,57000,0.0005333744920790195
1680370029.9273527,57500,3.951945836888626e-05
1680370031.7088566,58000,0.001384698785841465
1680370033.4128525,58500,0.00035186868626624346
1680370035.278363,59000,0.0007244163425639272
1680370036.9859672,59500,0.0001678331318544224
1680370038.6556532,60000,2.5336945327580906e-05
1680370040.3970203,60500,0.00017017987556755543
1680370041.8417132,61000,0.00014096287486609071
1680370043.347611,61500,0.0002791279403027147
1680370044.8442638,62000,2.8550144634209573e-05
1680370046.4506931,62500,1.1197996172995772e-05
1680370047.9827473,63000,0.00015721251838840544
1680370049.6350188,63500,0.00010143090185010806
1680370051.2750633,64000,0.0005826108972541988
1680370052.9065294,64500,0.00011935897782677785
1680370054.5311809,65000,0.0005159717402420938
1680370056.3039525,65500,0.001940355054102838
1680370057.8511238,66000,1.5343577615567483e-05
1680370059.4411037,66500,0.00025947499671019614
1680370061.140497,67000,0.00025702579296194017
1680370062.8458326,67500,0.00013829882664140314
1680370064.4634368,68000,0.00019995040202047676
1680370066.1430063,68500,7.228539470816031e-05
1680370067.9095933,69000,0.00022409006487578154
1680370069.5231419,69500,4.6933393605286255e-05
1680370071.129445,70000,1.420837543264497e-05
1680370072.7319474,70500,0.000191264582099393
1680370074.416202,71000,0.0002760826318990439
1680370076.0449638,71500,0.00029232146334834397
1680370077.8243737,72000,0.000780068279709667
1680370079.5175846,72500,0.0015417319955304265
1680370080.9871552,73000,1.3907831998949405e-05
1680370082.5019808,73500,0.00022492434072773904
1680370084.0228055,74000,0.000227398777497001
