Wall time,Step,Value
1680370085.5362427,74500,4.403102502692491e-05
1680370087.0478148,75000,5.0164246204076335e-05
1680370088.669718,75500,8.562727452954277e-05
1680370090.2255898,76000,2.034512726822868e-05
1680370091.762315,76500,0.0005059614195488393
1680370093.3292315,77000,0.0012286239070817828
1680370094.8523896,77500,4.679914127336815e-05
1680370096.411153,78000,1.5614361473126337e-05
1680370098.0559204,78500,0.0010670345509424806
1680370099.5939777,79000,0.0003578783944249153
1680370101.1302347,79500,1.6094261809485033e-05
1680370102.663154,80000,8.700070611666888e-05
1680370104.1868997,80500,5.743415022152476e-05
1680370105.7001216,81000,3.64060397259891e-05
1680370107.2442036,81500,0.00016813758702483028
1680370108.8653204,82000,0.00042153793037869036
1680370110.40578,82500,0.00024638447212055326
1680370111.948813,83000,0.0007334045367315412
1680370113.4798574,83500,0.0021999941673129797
1680370115.0187302,84000,2.9969276511110365e-05
1680370116.5568366,84500,2.0678460714407265e-05
1680370118.1946955,85000,0.005799625068902969
1680370119.7380674,85500,0.00017191814549732953
1680370121.3868046,86000,8.211124077206478e-05
1680370123.0056412,86500,0.0008159728022292256
1680370124.6262736,87000,0.0004132673202548176
1680370126.256243,87500,4.82019895571284e-05
1680370127.9004462,88000,0.00011676412395900115
1680370129.6521099,88500,0.00039961907896213233
1680370131.2873747,89000,6.158902397146448e-05
1680370132.9005842,89500,0.00010490116983419284
1680370134.5228858,90000,0.0007501927320845425
1680370136.1543343,90500,0.0006919619045220315
1680370137.7660506,91000,0.00036716394242830575
1680370139.4237921,91500,1.681045068835374e-05
1680370141.38848,92000,0.00021858338732272387
1680370142.9641235,92500,0.0013098808703944087
1680370144.4706388,93000,0.0005445326678454876
1680370146.0275328,93500,0.00023242286988534033
1680370147.5994897,94000,0.0005304950755089521
1680370149.1574495,94500,0.0003301590622868389
1680370150.8405855,95000,0.002785478485748172
1680370152.3764713,95500,5.0805083446903154e-05
1680370153.9639714,96000,0.00010715013922890648
1680370155.4993846,96500,0.0005948818870820105
1680370157.0576863,97000,6.70936715323478e-05
1680370158.6119523,97500,8.501113188685849e-05
1680370160.1843853,98000,2.5061495762201957e-05
1680370161.8714397,98500,0.00014660331362392753
1680370163.4164276,99000,0.0007382837356999516
1680370164.9585485,99500,7.494338206015527e-05
1680370166.5393007,100000,7.661646668566391e-05
