date,AAPL,GS,JNJ,MSFT,NKE,cash
2015-01-05,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
2015-01-06,0.1375061273574829,0.16427677869796753,0.1516769528388977,0.1375061273574829,0.2715279161930084,0.1375061273574829
2015-01-07,0.13772279024124146,0.1725626438856125,0.14734117686748505,0.13772279024124146,0.2669278085231781,0.13772279024124146
2015-01-08,0.13750700652599335,0.16426639258861542,0.15168097615242004,0.13750700652599335,0.2715315520763397,0.13750700652599335
2015-01-09,0.13659396767616272,0.14162901043891907,0.18386492133140564,0.13659396767616272,0.2455696314573288,0.15574850142002106
2015-01-12,0.13606922328472137,0.13823920488357544,0.18331505358219147,0.13606922328472137,0.2508615255355835,0.15544570982456207
2015-01-13,0.1386573314666748,0.13924099504947662,0.1880817413330078,0.1386573314666748,0.2556498050689697,0.13971279561519623
2015-01-14,0.13776159286499023,0.13827653229236603,0.18865467607975006,0.13776159286499023,0.2527676224708557,0.14477795362472534
2015-01-15,0.13801658153533936,0.17546740174293518,0.14701871573925018,0.13801658153533936,0.26346418261528015,0.13801658153533936
2015-01-16,0.13617399334907532,0.1773986965417862,0.13617399334907532,0.136740043759346,0.27733927965164185,0.13617399334907532
2015-01-20,0.1380104273557663,0.17649613320827484,0.14121879637241364,0.1537291407585144,0.25253504514694214,0.1380104273557663
2015-01-21,0.1366899609565735,0.17012104392051697,0.1425410658121109,0.1366899609565735,0.27726805210113525,0.1366899609565735
2015-01-22,0.13618668913841248,0.17313824594020844,0.13618668913841248,0.13618668913841248,0.28211501240730286,0.13618668913841248
2015-01-23,0.13749556243419647,0.14625361561775208,0.18083225190639496,0.13749556243419647,0.2429702877998352,0.1549527496099472
2015-01-26,0.13009335100650787,0.14488013088703156,0.18347282707691193,0.13009335100650787,0.25278517603874207,0.15867522358894348
2015-01-27,0.13009366393089294,0.1448836326599121,0.18347127735614777,0.13009366393089294,0.25278395414352417,0.15867379307746887
2015-01-28,0.14185407757759094,0.16739730536937714,0.14533023536205292,0.14185407757759094,0.26171016693115234,0.14185407757759094
2015-01-29,0.13347427546977997,0.1660929173231125,0.14168503880500793,0.13347427546977997,0.29179924726486206,0.13347427546977997
2015-01-30,0.1315462440252304,0.1676529049873352,0.1451958268880844,0.1315462440252304,0.2925125062465668,0.1315462440252304
2015-02-02,0.12426165491342545,0.1670915186405182,0.1464855670928955,0.12426165491342545,0.31363803148269653,0.12426165491342545
2015-02-03,0.12383589893579483,0.15995390713214874,0.14273591339588165,0.12383589893579483,0.32580244541168213,0.12383589893579483
2015-02-04,0.12817887961864471,0.15706562995910645,0.149745374917984,0.12817887961864471,0.30865243077278137,0.12817887961864471
